Titel,Status,Kategorie,ID,Datum,Beschreibung,Adresse,Koordinaten,Logbucheinträge
ID 85,Kein Status,Wilde Müllkippe 🧹,85,"06.01.2025, 17:14",Ablagerung von großen Sofateilen (Pressspan und Schaumstoff) vor Hausnr. 88 seit ca. 1-2 Wochen,"An den Voßbergen 88, 26133 Oldenburg","53.1124, 8.2141","16.01.2025, 08:42: Mangel wurde beseitigt."
ID 84,Kein Status,Straßen  🚧,84,"06.01.2025, 15:44","Nach Erdarbeitem wurde der Kanal nur provisorisch mit Pflastersteinen verschlossen. Sie lösen sich stehen hoch und liegen teilweise auf der Fahrbahn.
Eine sehr gefährliche Situation","Ostweg 29, 26135 Oldenburg","53.1248, 8.2537","07.01.2025, 09:55: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 07.01.2025, 09:55: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 83,Kein Status,Wilde Müllkippe 🧹,83,"06.01.2025, 15:21",Gefüllter Müllsack und Schrankbretter,"Tweelbäker Tredde, 26135 Oldenburg","53.1026, 8.2684","16.01.2025, 08:43: Mangel wurde beseitigt."
ID 81,Kein Status,Straßen  🚧,81,"06.01.2025, 13:46","Ein mehrere Zentimeter tiefer Absatz in der Straße in dem Bereich, in dem die Fahrräder auf der Straße fahren sollen.","Brookweg 21, 26127 Oldenburg","53.1711, 8.1921","09.01.2025, 14:45: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 09.01.2025, 14:45: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 80,Kein Status,Wilde Müllkippe 🧹,80,"06.01.2025, 13:43",Mehrere gefüllte Müllsäcke und Malersachen beidseitig der Tweelbäker Ttedde im Graben.,"Tweelbäker Tredde, 26135 Oldenburg","53.1037, 8.264","16.01.2025, 08:46: Mangel wurde beseitigt."
ID 79,Kein Status,Straßen  🚧,79,"06.01.2025, 13:41","Mehrere Schlaglöcher in der Straße in dem Bereich, in dem die Fahrräder auf der Straße fahren sollen, so dass es auch zu gefährlichen Situationen kommen kann, wenn Fahrradfahrer kurzfristig den Schlaglöchern ausweichen","Brookweg 58, 26127 Oldenburg","53.17, 8.1879","03.02.2025, 12:25: Im Jahr 2025 ist eine Sanierung der Oberfläche im Brookweg, zwischen Rauhehorst und Alexanderstraße geplant. Die Ausführung erfolgt voraussichtlich im Sommer/Herbst 2025.; 20.01.2025, 10:34: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 20.01.2025, 10:34: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 78,Kein Status,Ampel 🚦,78,"06.01.2025, 13:40",Der Drücker der Ampel auf der Seite der Grundschule ist defekt.,"Rauhehorst 53, 26127 Oldenburg","53.1588, 8.1952","07.01.2025, 08:40: Der Mangel wurde bearbeitet.; 06.01.2025, 15:43: Vielen Dank für die Meldung! Der Schaden wird in Kürze beseitigt.; 06.01.2025, 15:35: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 15:35: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 76,Kein Status,Wilde Müllkippe 🧹,76,"06.01.2025, 13:29",Wie schon so oft wird hier Sperrmül abgelegt,"Auguststraße, 26121 Oldenburg","53.1473, 8.2035","16.01.2025, 08:55: Mangel wurde beseitigt."
ID 75,Kein Status,Straßen  🚧,75,"06.01.2025, 13:26",Im Kattenbarg vorm Haus Nr. 30 steht ein alter roter Golf mit einem seit 2023 abgelaufendem TüV Siegel. Er steht auf einem öffentlichen Parkplatz.,"Kattenbarg 30, 26127 Oldenburg","53.1689, 8.2202","06.01.2025, 13:53: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 13:53: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 73,Kein Status,Straßen  🚧,73,"06.01.2025, 13:21",Im Rabenweg Ecke Ständelweg steht seit mehreren Wochen ein grauer Mercedes mit abgelaufendem Saisonkennzeichen im öffentlichen Raum.,"Ständelweg 13, 26127 Oldenburg","53.1691, 8.218","06.01.2025, 13:23: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 13:23: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 72,Kein Status,Wilde Müllkippe 🧹,72,"06.01.2025, 13:16","Kunststoffabfälle, Tüten, Papierreste und Kunstoffriemen des Nordwest Sonntagsblatts, welches hier samstags offen gelagert und von Passanten aufgerissen wird. Regelmäßig wehen Papier und Kunststoffriemen durch die Straße. Abhilfe würde ein verschließbarer Kasten schaffen.","Gebkenweg 35, 26127 Oldenburg","53.1736, 8.2246","07.01.2025, 14:46: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 70,Kein Status,Fundräder ⚡️🚲,70,"06.01.2025, 11:42","Im Wassergraben am Dwaschweg befindet sich ein Lastenrad (entsorgt, geklaut...was auch immer).","Dwaschweg, 26133 Oldenburg","53.102, 8.2312","06.01.2025, 11:56: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 11:56: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 68,Kein Status,Verkehrszeichen ⚠️,68,"06.01.2025, 11:26","Verkehrsschild umgefallen, auf Radweg - schon grob zur Seite gelegt","Raiffeisenstraße 23, 26122 Oldenburg","53.144, 8.2161","13.01.2025, 15:33: Vielen Dank für die Meldung. Der beschriebene Schaden wurde vom zuständigen Amt behoben.; 06.01.2025, 13:18: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 13:18: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 67,Kein Status,Straßen  🚧,67,"06.01.2025, 11:24",Ein Wohnwagen steht dort seit mehr als 4 Wochen mit abgelaufener Hauptuntersuchung und behindert beim Ausparken aus ihrer Ausfahrt.,"Meerkamp 77, 26133 Oldenburg","53.1058, 8.2216","06.01.2025, 13:24: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 13:24: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 66,Kein Status,Wilde Müllkippe 🧹,66,"06.01.2025, 11:17","Illegale Müllentsorgung vor den Glascontainern.
Dort wird jeden Tag müll abgelegt. Teilweise auch LAcke, Farben, Reifen und Elektroschrott.","Alexanderstraße, 26127 Oldenburg","53.1803, 8.1838","15.01.2025, 13:29: Mangel wurde beseitigt 09.01.2025; 06.01.2025, 11:57: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 11:57: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 65,Kein Status,Wilde Müllkippe 🧹,65,"06.01.2025, 09:19",Hinter den Altglascontainer und hinter den Pfeilern der Autobahnbrücke sowie auf der anderen Seite auf dem Gelände unter der Autobahn liegen Müllsäcke und Sperrmüll,"A 28, 26121 Oldenburg","53.1533, 8.1926","13.03.2025, 13:29: Mangel wurde beseitigt."
ID 64,Kein Status,Straßen  🚧,64,"06.01.2025, 09:11",In Höhe der Grundschule sammelt sich bei Regen das Wasser auf dem Gehweg. Mann kommt dort nicht Trockenen Fußes vorbei. (Wasser läuft nicht ab),"Bümmersteder Tredde 110, 26133 Oldenburg","53.0947, 8.2245","06.01.2025, 09:59: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 09:59: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 63,Kein Status,Verkehrszeichen ⚠️,63,"05.01.2025, 21:07","Siehe Foto, beschmierter Parkautomat","Huntestraße 17, 26135 Oldenburg","53.1401, 8.2195","17.02.2025, 19:09: Der Mangel wurde bearbeitet.; 06.01.2025, 11:27: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 11:27: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 62,Kein Status,Straßen  🚧,62,"05.01.2025, 17:48","Straßenbeleuchtung defekt vor Hausnummer 20, diverse größere Schlaglöcher in der gesamten Straße.","Emilie-Oltmanns-Straße 20, 26135 Oldenburg","53.1273, 8.218","16.01.2025, 10:20: Der Mangel wurde bearbeitet.; 06.01.2025, 11:29: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 11:29: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 61,Kein Status,Wilde Müllkippe 🧹,61,"05.01.2025, 17:08","Erneut alles vermüllt. Wieder Restmüll, Sperrmüll und viele Blaue Säcke, zu Teils aufgerissen, abgestellt. Ich sehe Gefahr im verzuge. Grundschule ist genau gegenüber. Ratten fühlen sich sehr wohl dort. Wann geht die Stadt gegen die Verursacher  dieser wilden Müllkippe vor. Ist ja immer an der gleichen Stelle. Eigentlich sollte es polizeilich angezeigt werden.","Bümmersteder Tredde 111, 26133 Oldenburg","53.0949, 8.2254","13.03.2025, 13:32: Mangel wurde beseitigt."
ID 60,Kein Status,Ampel 🚦,60,"05.01.2025, 15:34","Drücker an der Ampel zeigt nicht an, das Signal angefordert wurde.
Nach dem drücken blinkt das Signal im Taster nicht. Ampelmast Nr. 5","Eichenstraße 43, 26131 Oldenburg","53.1367, 8.1824","08.05.2025, 13:37: Der Mangel wurde bearbeitet.; 06.01.2025, 07:26: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:26: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 56,Kein Status,Verkehrszeichen ⚠️,56,"05.01.2025, 08:58",Fussball Sticker auf dem Verkehrsschild,"Straßburger Straße, 26123 Oldenburg","53.1449, 8.2249","16.01.2025, 07:38: Der in der Meldung angezeigte Mangel wurde beseitigt.; 08.01.2025, 16:24: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 08.01.2025, 16:24: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 54,Kein Status,Wilde Müllkippe 🧹,54,"04.01.2025, 17:38",Es wurde illegal Müll abgeladen. Ich habe einen grauen Plastiksack und ein Kinderfahrrad vorgefunden. Zu dem Zeitpunkt stand dort ein schwarzer Mercedes Van mit dem Kennzeichen OL-EA 300 (13:55 Uhr am 04.01.2025),"Grafestraße, 26180 Rastede","53.2023, 8.2201","13.03.2025, 13:36: Mangel wurde beseitigt."
ID 53,Kein Status,Wilde Müllkippe 🧹,53,"04.01.2025, 15:38","Schlafstätte von Obdachlosen, Öffentlicher Konsum von Drogen und Hinterlassen von Nadeln auf einem Spielplatz!!! hier sollte mehr Präsenz vom Ordnungsamt herrschen und Abfalleimer häufiger geleert werden!!","Kampstraße 22, 26135 Oldenburg","53.1325, 8.2325","06.01.2025, 10:06: Vielen Dank für die Meldung. Das zuständige Amt der Stadt Oldenburg wird den Vorgang an das entsprechende Fachunternehmen weiterleiten, welches den Schaden in Kürze beseitigt. Ferner wird die Meldung an die Polizei weitergegeben, damit mögliche Straftaten geahndet werden können.; 06.01.2025, 08:32: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 08:31: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 52,Kein Status,Wilde Müllkippe 🧹,52,"04.01.2025, 15:35",Im 24/7 Shop wilde Verwüstung,"Dragonerstraße 64, 26135 Oldenburg","53.1318, 8.2285","06.01.2025, 08:19: Angeaben zum Mangel nicht ausreichent; 06.01.2025, 08:18: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 51,Kein Status,Straßen  🚧,51,"04.01.2025, 13:46","Steine auf der Straße lose, verschieben sich teilweise in die Höhe. Für Autos unschön, für Radfahrer gefährlich","Ostweg 27, 26135 Oldenburg","53.1246, 8.2535","08.01.2025, 16:25: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 08.01.2025, 16:25: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 50,Kein Status,Wilde Müllkippe 🧹,50,"04.01.2025, 10:33",Es liegt viel Müll um die gleichnamige Bushaltestelle.Auch Lebensmittel,"Wilhelmshavener Heerstraße 267, 26125 Oldenburg","53.188, 8.2273","06.01.2025, 07:26: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:26: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 49,Bearbeitet,Wilde Müllkippe 🧹,49,"04.01.2025, 10:18","Guten Morgen ,
Da heute früh 04.01.2025 zwischen 7:00 und 8:00Uhr die gelben Tonnen vom Entsorgungsdienst abgeholt worden sind  wurde die große gelbe vierrädrige gelbe Mülltonne extrem beschädigt. Deshalb bitten wir darum diese bitte auszutauschen. 
Mit freundlichen Grüßen 
Familie Schröder","Cloppenburger Straße 182, 26133 Oldenburg","53.1205, 8.2163","06.01.2025, 08:56: Die Meldung wurde an die zuständige Stelle weitergegeben. Der Mangel wird damit im Meldesystem der Stadt geschlossen.; 06.01.2025, 07:26: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:26: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 48,Kein Status,Wilde Müllkippe 🧹,48,"03.01.2025, 21:10",Am grünen Stromkasten lehnen/ liegen auf dem Bürgersteig der Gotenstr.Ecke Sachsenstr. seit Wochen mehrere Holzbretter. Verursacher mal wieder Unbekannt!!,"Gotenstraße 37, 26121 Oldenburg","53.1584, 8.2117","13.03.2025, 13:33: Mangel wurde beseitigt."
ID 45,Kein Status,Wilde Müllkippe 🧹,45,"03.01.2025, 16:15",Am Großen Kuhlenweg direkt hinter der Autobahnbrücke auf der rechten Seite( von Donnerschweerstraße aus kommend) liegt seid ein paar Tagen ein Haufen Altpapier und es steht ein Kindersitz dabei. Und heute Morgen lag auf dem Haufen noch ein Wäscheständer.,"Großer Kuhlenweg 19, 26125 Oldenburg","53.1589, 8.2442","16.01.2025, 08:53: Mangel wurde beseitigt.; 06.01.2025, 07:25: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:25: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 43,Kein Status,Wilde Müllkippe 🧹,43,"03.01.2025, 12:25",Sperrmüll unter der Brücke UND  der kleine Weg unten entlang auch komplett zu gemüllt.,"Nordstraße 1, 26135 Oldenburg","53.138, 8.225","16.01.2025, 08:54: Mangel wurde beseitigt.; 06.01.2025, 07:23: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:23: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 41,Kein Status,Wilde Müllkippe 🧹,41,"03.01.2025, 00:45","Es wäre so schön, wenn es im gesamten Ehnernviertel mehr Mülleimer gäbe. Es wird so viel Hundekot liegen gelassen. Und man zahlt wirklich viel Hundesteuer in Oldenburg, dennoch gibt es nicht mal genug Mülleimer um die hündischen Hinterlassenschaften zu entsorgen. Die ehnernstrasse ist manchmal wirklich ein Tretminenfeld.","Ehnernstraße 92, 26121 Oldenburg","53.1568, 8.2151","06.01.2025, 07:22: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 07:22: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 40,Kein Status,Straßen  🚧,40,"02.01.2025, 19:20",Auf der Parkbucht neben den Glascontainer in der Wilhelm-Krüger-Str. steht ein schwarzer Touran mit seit mehreren Monaten abgelaufenem TÜV und platten Hinterreifen.,"Wilhelm-Krüger-Straße 8, 26123 Oldenburg","53.159, 8.2252","03.01.2025, 09:26: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.01.2025, 09:25: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 38,Kein Status,Wilde Müllkippe 🧹,38,"02.01.2025, 15:43","Illegale Müllentsorgung an zwei Standorten; Hinter dem Wendehammer, an der Treppe zur Autobahn und in der Ecke zwischen Bahnschiene und Autobahn,
Ein Fahrzeug reicht","A 293, 26121 Oldenburg","53.1591, 8.2004","13.03.2025, 13:38: Mangel wurde beseitigt."
ID 37,Kein Status,"Öffentliches Grün, Parkanlagen 🌲",37,"02.01.2025, 15:33",Bei Sitzbank an der Dobbenwiese ist die Lehne abgegangen (Schraube gelöst).,"Lasiusstraße, 26122 Oldenburg","53.1408, 8.1973","06.01.2025, 08:43: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 06.01.2025, 08:42: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 36,Kein Status,Straßen  🚧,36,"02.01.2025, 15:21","Ecke Klingenbergstraße Cloppenburger STraße sind die Gullis verstopft, das Wasser läuft nicht ab.","Klingenbergstraße 81, 26133 Oldenburg","53.1089, 8.2259","03.01.2025, 09:14: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.01.2025, 09:14: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 35,Kein Status,Straßen  🚧,35,"02.01.2025, 13:20","An dieser Stelle steht das Regenwasser knöchelhoch und läuft nicht ab, da unter anderem ein Gully verstopft ist.","Herrenweg 173, 175, 26135 Oldenburg","53.1241, 8.2498","03.01.2025, 10:38: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.01.2025, 10:38: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 33,Kein Status,Straßen  🚧,33,"02.01.2025, 11:46","Cloppenburger Str. 425
Mitten in der Straße großes tiefes Loch in der Straße","Cloppenburger Straße 287, 26133 Oldenburg","53.1138, 8.2121","08.01.2025, 12:06: Der Mangel wurde bearbeitet.; 02.01.2025, 12:12: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 02.01.2025, 12:12: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 32,Kein Status,Wilde Müllkippe 🧹,32,"02.01.2025, 11:39","Wie schon x-mal vorher am gleichen Ort:
Müllablagerung an der Einfahrt zum Parkplatz auf Höhe Nedderend 45. Diesmal eine Matratze und diverser Kleinkram. Matratze liegt dort seid mehreren Wochen.","Nedderend 45 ab, 26121 Oldenburg","53.158, 8.2038","06.01.2025, 08:00: Mangel wurde am 03.01.2025 beseitigt."
ID 31,Kein Status,Wilde Müllkippe 🧹,31,"02.01.2025, 10:59",Elektroschrott (Waschmaschine) Neue Str./Ecke Kurwickstr.,"Neue Straße, 26122 Oldenburg","53.1416, 8.21","03.01.2025, 06:51: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.01.2025, 06:51: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 29,Kein Status,Wilde Müllkippe 🧹,29,"02.01.2025, 10:31",Silvester morgens  fotografiert,"Kleiner Kuhlenweg 32, 26123 Oldenburg","53.1575, 8.2445","03.01.2025, 08:05: Mangel wurde beseitigt 03.01.2025"
ID 28,Kein Status,Wilde Müllkippe 🧹,28,"02.01.2025, 10:09",Öffentliche Müllkippe an den Altglascontainern,"Ehnernstraße 11, 26121 Oldenburg","53.1514, 8.2155","03.01.2025, 08:04: Mangel wurde beseitigt02.01.2025"
ID 27,Kein Status,Wilde Müllkippe 🧹,27,"02.01.2025, 09:16",Bushaltestelle voll Müll,"Großer Kuhlenweg 67, 26125 Oldenburg","53.1632, 8.2374","03.01.2025, 06:52: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.01.2025, 06:51: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 25,Kein Status,Straßen  🚧,25,"01.01.2025, 23:16","An der Abgesagten Stelle auf der Straße die beseitigt worden ist, mit Pflastersteinen provisorisch Repariert worden ist,  das dann nach kurzer Zeit abgesagt ist, würde dieses mit Asphalt wieder in Standgesetzt, was aber nun das gleiche Ergebnis hat wie bei meiner Meldung vom 02.12.2022. Denn die Stelle ist genau so wieder Hergestellt worden wie vor dem 2.12 2022, denn die Straße ist dort immer noch Abgesackt.","Am Stadtrand 51, 26127 Oldenburg","53.1886, 8.1958","02.01.2025, 12:08: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 02.01.2025, 12:08: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 24,Kein Status,Straßen  🚧,24,"01.01.2025, 21:21","wenn man von der Schützenhofstr. Richtung Bahnhofsallee unterwegs ist, da sind hier und da mal Schlaglöcher in der Straße.
Recht ungeeignet egal von wo man kommt.
Bitte ausbessern.","Bahnhofsallee, 26135 Oldenburg","53.1245, 8.2362","08.01.2025, 09:13: Die Straßenaufsicht der Stadt Oldenburg führt regelmäßig Straßenkontrollen durch und melden Straßenschäden. 
Wir werden die Situation im Auge behalten und zu gegebener Zeit Maßnahmen veranlassen.; 02.01.2025, 12:02: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 02.01.2025, 12:01: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
